"","County","State","Age.AdjustedCANCERcases_per100000","Recent.Trend","Average.Annual.Count"
"1317","Jefferson"," Colorado",410.6,"stable",2755
"1318","Jefferson"," Florida",389.3,"stable",82
"1319","Jefferson"," Georgia",447.9,"*",92
"1320","Jefferson"," Idaho",405.1,"stable",98
"1321","Jefferson"," Illinois",519.8,"stable",262
"1322","Jefferson"," Indiana",521.9,"stable",211
"1323","Jefferson"," Iowa",410.4,"stable",96
"1324","Jefferson"," Kentucky",532.7,"falling",4723
"1325","Jefferson"," Mississippi",498.4,"stable",45
"1326","Jefferson"," Missouri",482.2,"stable",1189
"1327","Jefferson"," Montana",477,"stable",77
"1328","Jefferson"," Nebraska",434.5,"stable",50
"1329","Jefferson"," New York",532.5,"stable",604
"1330","Jefferson"," Ohio",464.5,"stable",446
"1331","Jefferson"," Oklahoma",457.3,"stable",41
"1332","Jefferson"," Oregon",430.4,"stable",121
"1333","Jefferson"," Pennsylvania",480.3,"stable",303
"1334","Jefferson"," Tennessee",468.7,"stable",331
"1335","Jefferson"," Texas",399.9,"falling",1121
"1336","Jefferson"," Washington",489.2,"falling",301
"1337","Jefferson"," West Virginia",454.6,"stable",291
"1338","Jefferson"," Wisconsin",438,"stable",440
"1339","Jefferson Davis"," Mississippi",456.3,"stable",75
"1340","Jefferson Davis Parish"," Louisiana",489.9,"stable",182
"1341","Jefferson Parish"," Louisiana",481,"stable",2538
"1342","Jenkins"," Georgia",434.4,"stable",46
"1343","Jennings"," Indiana",496.7,"stable",161
"1344","Jerauld"," South Dakota",411.5,"stable",14
"1345","Jerome"," Idaho",412.5,"stable",93
"1346","Jersey"," Illinois",450.2,"stable",133
"1347","Jessamine"," Kentucky",514.3,"stable",281
"1348","Jim Hogg"," Texas",301.2,"stable",18
"1349","Jim Wells"," Texas",374.5,"stable",167
"1350","Jo Daviess"," Illinois",458.3,"stable",168
"1351","Johnson"," Arkansas",442.6,"stable",136
"1352","Johnson"," Georgia",351.7,"stable",45
"1353","Johnson"," Illinois",459.7,"stable",82
"1354","Johnson"," Indiana",463.8,"stable",744
"1355","Johnson"," Iowa",469.8,"stable",580
"1356","Johnson"," Kentucky",533.6,"stable",154
"1357","Johnson"," Missouri",459.3,"stable",230
"1358","Johnson"," Nebraska",486.2,"rising",35
"1359","Johnson"," Tennessee",450.4,"stable",117
"1360","Johnson"," Texas",465.1,"stable",789
"1361","Johnson"," Wyoming",379.2,"stable",48
"1362","Johnston"," North Carolina",448,"stable",851
"1363","Johnston"," Oklahoma",393.8,"stable",56
"1364","Jones"," Georgia",473.7,"stable",161
"1365","Jones"," Iowa",465,"stable",130
"1366","Jones"," Mississippi",458.5,"stable",377
"1367","Jones"," North Carolina",494,"stable",71
"1368","Jones"," South Dakota",498.1,"stable",7
"1369","Jones"," Texas",392.9,"stable",90
"1370","Josephine"," Oregon",443.5,"stable",610
"1371","Juab"," Utah",347.2,"stable",34
"1372","Judith Basin"," Montana",387.3,"stable",14
"1373","Juneau"," Wisconsin",481.2,"stable",179
"1374","Juneau Borough"," Alaska",378.4,"stable",125
"1375","Juniata"," Pennsylvania",442.6,"stable",145
"1376","Kalamazoo"," Michigan",418.1,"stable",1150
"1377","Kalkaska"," Michigan",474.9,"stable",116
"1378","Kanawha"," West Virginia",488.9,"stable",1260
"1379","Kane"," Illinois",438.5,"stable",2316
"1380","Kane"," Utah",377.1,"stable",41
"1381","Kankakee"," Illinois",494.2,"stable",646
"1382","Karnes"," Texas",367.8,"stable",61
"1383","Kauai"," Hawaii",373,"stable",347
"1384","Kaufman"," Texas",469.9,"stable",523
"1385","Kay"," Oklahoma",462.8,"stable",271
"1386","Kearney"," Nebraska",502.9,"stable",43
"1387","Keith"," Nebraska",478,"stable",62
"1388","Kemper"," Mississippi",396.6,"stable",53
"1389","Kenai Peninsula Borough"," Alaska",405.3,"stable",283
"1390","Kendall"," Illinois",507,"stable",512
"1391","Kendall"," Texas",374.2,"stable",192
"1392","Kennebec"," Maine",464.6,"stable",763
"1393","Kenosha"," Wisconsin",489.7,"stable",882
"1394","Kent"," Delaware",534.8,"stable",1070
"1395","Kent"," Maryland",474.8,"stable",153
"1396","Kent"," Michigan",432.8,"stable",2817
"1397","Kent"," Rhode Island",504,"stable",1103
"1398","Kent"," Texas",395.8,"stable",5
"1399","Kenton"," Kentucky",500.3,"stable",878
"1400","Keokuk"," Iowa",462.7,"stable",70
"1401","Kern"," California",396.9,"falling",3024
"1402","Kerr"," Texas",388.4,"stable",331
"1403","Kershaw"," South Carolina",466.1,"stable",377
"1404","Ketchikan Gateway Borough"," Alaska",433.6,"stable",67
"1405","Kewaunee"," Wisconsin",439.6,"stable",121
"1406","Keweenaw"," Michigan",350.7,"stable",14
"1407","Keya Paha"," Nebraska",359.3,"stable",5
"1408","Kidder"," North Dakota",525.5,"stable",19
"1409","Kimball"," Nebraska",415.2,"stable",23
"1410","Kimble"," Texas",339.4,"stable",25
"1411","King"," Washington",448.8,"falling",9748
"1412","King and Queen"," Virginia",503.3,"stable",51
"1413","King George"," Virginia",438.4,"stable",111
"1414","King William"," Virginia",522.3,"stable",101
"1415","Kingfisher"," Oklahoma",490.5,"stable",90
"1416","Kings"," California",371.8,"falling",466
"1417","Kings"," New York",442,"falling",11862
"1418","Kingsbury"," South Dakota",597.8,"stable",45
"1419","Kinney"," Texas",256.9,"stable",14
"1420","Kiowa"," Colorado",487.5,"stable",10
"1421","Kiowa"," Oklahoma",540.1,"stable",67
"1422","Kit Carson"," Colorado",367.8,"stable",38
"1423","Kitsap"," Washington",503.1,"stable",1579
"1424","Kittitas"," Washington",357.5,"stable",171
"1425","Klamath"," Oregon",449.4,"stable",403
"1426","Kleberg"," Texas",442.1,"stable",132
"1427","Klickitat"," Washington",410.4,"stable",131
"1428","Knott"," Kentucky",501.3,"stable",100
"1429","Knox"," Illinois",463.1,"stable",334
"1430","Knox"," Indiana",517.5,"stable",241
"1431","Knox"," Kentucky",559.5,"stable",214
"1432","Knox"," Maine",475.6,"stable",296
"1433","Knox"," Missouri",450.2,"stable",26
"1434","Knox"," Nebraska",396.6,"stable",53
"1435","Knox"," Ohio",483.9,"stable",364
"1436","Knox"," Tennessee",465.4,"stable",2388
"1437","Knox"," Texas",440,"stable",23
"1438","Kodiak Island Borough"," Alaska",419.2,"stable",48
"1439","Kootenai"," Idaho",487.1,"falling",894
"1440","Kosciusko"," Indiana",425.8,"stable",388
"1441","Kossuth"," Iowa",462,"stable",111
"1442","La Crosse"," Wisconsin",439.3,"stable",584
"1443","La Paz"," Arizona",303.6,"stable",125
"1444","La Plata"," Colorado",345.6,"stable",221
"1445","La Salle"," Illinois",516.9,"stable",759
"1446","La Salle"," Texas",285.2,"stable",21
"1447","La Salle Parish"," Louisiana",463.8,"stable",83
"1448","Lackawanna"," Pennsylvania",477.6,"stable",1368
"1449","Laclede"," Missouri",448.3,"stable",202
"1450","Lafayette"," Arkansas",361.2,"stable",40
"1451","Lafayette"," Florida",417.6,"rising",41
"1452","Lafayette"," Mississippi",437.3,"falling",204
"1453","Lafayette"," Missouri",474.3,"stable",206
"1454","Lafayette"," Wisconsin",426,"stable",92
"1455","Lafayette Parish"," Louisiana",495,"stable",1158
"1456","LaFourche Parish"," Louisiana",488.1,"rising",536
"1457","LaGrange"," Indiana",360.1,"stable",135
"1458","Lake"," California",431.7,"falling",411
"1459","Lake"," Colorado",307.4,"stable",23
"1460","Lake"," Florida",497.8,"stable",2607
"1461","Lake"," Illinois",450.9,"stable",3375
"1462","Lake"," Indiana",469.2,"stable",2713
"1463","Lake"," Michigan",362.7,"stable",76
"1464","Lake"," Montana",404,"stable",164
"1465","Lake"," Ohio",477.1,"stable",1471
"1466","Lake"," Oregon",352.4,"stable",45
"1467","Lake"," South Dakota",421.7,"stable",69
"1468","Lake"," Tennessee",459,"stable",41
"1469","Lake and Peninsula Borough"," Alaska",417,"stable",6
"1470","Lamar"," Alabama",487.1,"stable",100
"1471","Lamar"," Georgia",495.5,"stable",110
"1472","Lamar"," Mississippi",416.7,"stable",250
"1473","Lamar"," Texas",489.8,"falling",317
"1474","Lamb"," Texas",382.8,"stable",61
"1475","Lamoille"," Vermont",443.3,"stable",135
"1476","LaMoure"," North Dakota",406.9,"stable",29
"1477","Lampasas"," Texas",510.4,"stable",135
"1478","Lancaster"," Nebraska",433.5,"rising",1318
"1479","Lancaster"," Pennsylvania",456.9,"stable",2982
"1480","Lancaster"," South Carolina",456.6,"stable",515
"1481","Lancaster"," Virginia",402.5,"stable",94
"1482","Lander"," Nevada",285.1,"stable",19
"1483","Lane"," Oregon",386.5,"stable",1785
"1484","Langlade"," Wisconsin",471.3,"stable",142
"1485","Lanier"," Georgia",490,"stable",52
"1486","Lapeer"," Michigan",451.5,"stable",505
"1487","LaPorte"," Indiana",482.1,"falling",665
"1488","Laramie"," Wyoming",430,"rising",466
"1489","Larimer"," Colorado",399.5,"stable",1416
"1490","Larue"," Kentucky",502.7,"stable",90
"1491","Las Animas"," Colorado",365.2,"stable",79
"1492","Lassen"," California",378.3,"stable",130
"1493","Latah"," Idaho",444.3,"stable",157
"1494","Latimer"," Oklahoma",393.3,"stable",58
"1495","Lauderdale"," Alabama",423.7,"stable",524
"1496","Lauderdale"," Mississippi",416.7,"stable",392
"1497","Lauderdale"," Tennessee",480.8,"stable",148
"1498","Laurel"," Kentucky",549,"stable",387
"1499","Laurens"," Georgia",460,"stable",267
"1500","Laurens"," South Carolina",475.2,"stable",406
"1501","Lavaca"," Texas",423.9,"stable",125
"1502","Lawrence"," Alabama",470.5,"stable",203
"1503","Lawrence"," Arkansas",512.2,"rising",115
"1504","Lawrence"," Illinois",460,"stable",97
"1505","Lawrence"," Indiana",462,"stable",287
"1506","Lawrence"," Kentucky",589.5,"stable",115
"1507","Lawrence"," Mississippi",480.9,"stable",78
"1508","Lawrence"," Missouri",441.9,"stable",212
"1509","Lawrence"," Ohio",491,"stable",388
"1510","Lawrence"," Pennsylvania",489.4,"stable",627
"1511","Lawrence"," South Dakota",382.9,"stable",126
"1512","Lawrence"," Tennessee",452.8,"stable",245
"1513","Le Flore"," Oklahoma",376.3,"stable",232
"1514","Lea"," New Mexico",364.5,"falling",229
"1515","Leake"," Mississippi",488.2,"falling",127
"1516","Lebanon"," Pennsylvania",474.5,"stable",855
"1517","Lee"," Alabama",403.2,"stable",548
"1518","Lee"," Arkansas",468.3,"stable",60
"1519","Lee"," Florida",415.8,"stable",4678
"1520","Lee"," Georgia",542.6,"stable",154
"1521","Lee"," Illinois",496.2,"stable",234
"1522","Lee"," Iowa",483.2,"stable",232
"1523","Lee"," Kentucky",555.9,"stable",51
"1524","Lee"," Mississippi",499,"stable",471
"1525","Lee"," North Carolina",507.3,"rising",355
"1526","Lee"," South Carolina",470,"stable",108
"1527","Lee"," Texas",434.4,"stable",94
"1528","Lee"," Virginia",262.3,"stable",88
"1529","Leelanau"," Michigan",343.6,"stable",128
"1530","Leflore"," Mississippi",496.9,"stable",157
"1531","Lehigh"," Pennsylvania",502.2,"stable",2180
"1532","Lemhi"," Idaho",459.8,"stable",65
"1533","Lenawee"," Michigan",442.3,"stable",558
"1534","Lenoir"," North Carolina",501.1,"stable",391
"1535","Leon"," Florida",404.5,"stable",1075
"1536","Leon"," Texas",422.4,"falling",108
"1537","Leslie"," Kentucky",548.3,"stable",76
"1538","Letcher"," Kentucky",548.7,"stable",169
"1539","Levy"," Florida",494.6,"stable",308
"1540","Lewis"," Idaho",461.4,"falling",27
"1541","Lewis"," Kentucky",557,"stable",99
"1542","Lewis"," Missouri",480.1,"stable",61
"1543","Lewis"," New York",499.9,"stable",172
"1544","Lewis"," Tennessee",481.1,"stable",78
"1545","Lewis"," Washington",430.1,"stable",456
"1546","Lewis"," West Virginia",523.4,"stable",121
"1547","Lewis and Clark"," Montana",498.2,"stable",414
"1548","Lexington"," South Carolina",449.2,"stable",1426
"1549","Lexington City"," Virginia",456.8,"stable",32
"1550","Liberty"," Florida",353.5,"stable",32
"1551","Liberty"," Georgia",450.8,"stable",207
"1552","Liberty"," Montana",325.5,"stable",11
"1553","Liberty"," Texas",409.4,"stable",345
"1554","Licking"," Ohio",476.3,"stable",970
"1555","Limestone"," Alabama",472.1,"stable",484
"1556","Limestone"," Texas",437.8,"stable",134
"1557","Lincoln"," Arkansas",370.7,"stable",59
"1558","Lincoln"," Colorado",373.5,"stable",26
"1559","Lincoln"," Georgia",467.7,"stable",56
"1560","Lincoln"," Idaho",462.4,"stable",24
"1561","Lincoln"," Kentucky",546.4,"stable",169
"1562","Lincoln"," Maine",447,"stable",251
"1563","Lincoln"," Mississippi",443.3,"stable",187
"1564","Lincoln"," Missouri",459.6,"stable",262
"1565","Lincoln"," Montana",506.1,"stable",169
"1566","Lincoln"," Nebraska",479.4,"stable",221
"1567","Lincoln"," Nevada",326.5,"stable",24
"1568","Lincoln"," New Mexico",360.6,"falling",119
"1569","Lincoln"," North Carolina",459.3,"stable",462
"1570","Lincoln"," Oklahoma",412.8,"stable",185
"1571","Lincoln"," Oregon",425,"stable",343
"1572","Lincoln"," South Dakota",416.8,"stable",199
"1573","Lincoln"," Tennessee",391.4,"stable",177
"1574","Lincoln"," Washington",362.5,"stable",62
"1575","Lincoln"," West Virginia",515.5,"stable",143
"1576","Lincoln"," Wisconsin",459.8,"stable",195
"1577","Lincoln"," Wyoming",353,"stable",78
"1578","Lincoln Parish"," Louisiana",405.1,"stable",181
"1579","Linn"," Iowa",480,"stable",1178
"1580","Linn"," Missouri",477.9,"falling",85
"1581","Linn"," Oregon",429.4,"falling",665
"1582","Lipscomb"," Texas",280.5,"stable",11
"1583","Litchfield"," Connecticut",484.2,"falling",1270
"1584","Little River"," Arkansas",455.1,"stable",78
"1585","Live Oak"," Texas",373,"stable",63
"1586","Livingston"," Illinois",521.6,"stable",253
"1587","Livingston"," Kentucky",517.8,"stable",70
"1588","Livingston"," Michigan",399.5,"stable",888
"1589","Livingston"," Missouri",430.5,"stable",86
"1590","Livingston"," New York",492.9,"stable",394
"1591","Livingston Parish"," Louisiana",470.1,"falling",641
"1592","Llano"," Texas",376.9,"stable",154
"1593","Logan"," Arkansas",446.6,"stable",134
"1594","Logan"," Colorado",385.9,"stable",103
"1595","Logan"," Illinois",565.5,"stable",216
"1596","Logan"," Kentucky",525.7,"stable",182
"1597","Logan"," Nebraska",677.2,"stable",7
"1598","Logan"," North Dakota",380.1,"stable",12
"1599","Logan"," Ohio",492.9,"stable",282
"1600","Logan"," Oklahoma",465.3,"stable",237
"1601","Logan"," West Virginia",563,"stable",266
"1602","Long"," Georgia",365.1,"stable",50
"1603","Lonoke"," Arkansas",509.2,"stable",373
"1604","Lorain"," Ohio",464.8,"stable",1777
"1605","Los Alamos"," New Mexico",423.8,"falling",99
"1606","Los Angeles"," California",382.3,"falling",39457
"1607","Loudon"," Tennessee",494.9,"stable",398
"1608","Loudoun"," Virginia",369,"stable",1125
"1609","Louisa"," Iowa",414.1,"stable",60
"1610","Louisa"," Virginia",488.1,"stable",227
"1611","Loup"," Nebraska",381.1,"stable",4
"1612","Love"," Oklahoma",496.6,"stable",62
"1613","Lowndes"," Alabama",513.3,"rising",71
"1614","Lowndes"," Georgia",458.6,"stable",472
"1615","Lowndes"," Mississippi",472.9,"stable",321
"1616","Lubbock"," Texas",414.5,"falling",1157
"1617","Lucas"," Iowa",423.3,"falling",55
"1618","Lucas"," Ohio",467.6,"stable",2375
"1619","Luce"," Michigan",425.9,"stable",40
"1620","Lumpkin"," Georgia",531.1,"stable",191
"1621","Luna"," New Mexico",401.1,"stable",135
"1622","Lunenburg"," Virginia",483.3,"stable",89
"1623","Luzerne"," Pennsylvania",508.6,"stable",2221
"1624","Lycoming"," Pennsylvania",507,"stable",763
"1625","Lyman"," South Dakota",440.2,"stable",20
"1626","Lynchburg City"," Virginia",441.1,"stable",353
"1627","Lynn"," Texas",332.3,"stable",24
"1628","Lyon"," Iowa",444.5,"stable",66
"1629","Lyon"," Kentucky",486.4,"stable",67
"1630","Lyon"," Nevada",426.2,"stable",311
"1631","Mackinac"," Michigan",411.1,"falling",77
"1632","Macomb"," Michigan",498.8,"falling",5271
"1633","Macon"," Alabama",471.3,"stable",121
"1634","Macon"," Georgia",428.1,"falling",74
"1635","Macon"," Illinois",547.9,"stable",786
"1636","Macon"," Missouri",461,"stable",102
"1637","Macon"," North Carolina",450.1,"stable",266
"1638","Macon"," Tennessee",498.8,"stable",137
"1639","Macoupin"," Illinois",497.4,"stable",318
"1640","Madera"," California",395.9,"stable",617
"1641","Madison"," Alabama",446.7,"stable",1762
"1642","Madison"," Arkansas",412.4,"stable",86
"1643","Madison"," Florida",336,"stable",86
"1644","Madison"," Georgia",521.7,"stable",182
"1645","Madison"," Idaho",358,"stable",76
"1646","Madison"," Illinois",487.3,"stable",1593
"1647","Madison"," Indiana",479,"stable",781
"1648","Madison"," Iowa",448.9,"stable",89
"1649","Madison"," Kentucky",512.1,"stable",455
"1650","Madison"," Mississippi",470.9,"stable",486
"1651","Madison"," Missouri",506.4,"stable",83
"1652","Madison"," Montana",346,"stable",48
"1653","Madison"," Nebraska",447.8,"stable",185
"1654","Madison"," New York",501.2,"stable",452
"1655","Madison"," North Carolina",434.5,"stable",134
"1656","Madison"," Ohio",451.2,"stable",226
"1657","Madison"," Tennessee",446.2,"stable",520
"1658","Madison"," Texas",418.4,"stable",64
"1659","Madison"," Virginia",443.5,"stable",85
"1660","Madison Parish"," Louisiana",432,"stable",54
"1661","Magoffin"," Kentucky",525.8,"stable",81
"1662","Mahaska"," Iowa",427.2,"stable",123
"1663","Mahoning"," Ohio",434.5,"stable",1424
"1664","Major"," Oklahoma",427.2,"stable",45
"1665","Malheur"," Oregon",344.2,"stable",125
"1666","Manassas City"," Virginia",400.7,"stable",136
"1667","Manassas Park City"," Virginia",354.4,"stable",41
"1668","Manatee"," Florida",432.8,"falling",2501
"1669","Manistee"," Michigan",430.7,"stable",168
"1670","Manitowoc"," Wisconsin",465.8,"rising",512
"1671","Marathon"," Wisconsin",452.4,"stable",757
"1672","Marengo"," Alabama",454.5,"stable",119
"1673","Maricopa"," Arizona",395,"stable",17319
"1674","Maries"," Missouri",371,"stable",45
"1675","Marin"," California",440.7,"falling",1646
"1676","Marinette"," Wisconsin",500.6,"stable",318
"1677","Marion"," Alabama",471.3,"stable",201
"1678","Marion"," Arkansas",480.2,"falling",140
"1679","Marion"," Florida",510.1,"stable",2985
"1680","Marion"," Georgia",355.1,"falling",41
"1681","Marion"," Illinois",532.6,"stable",277
"1682","Marion"," Indiana",470.3,"stable",4374
"1683","Marion"," Iowa",485.6,"stable",201
"1684","Marion"," Kentucky",560,"stable",127
"1685","Marion"," Mississippi",511.9,"stable",165
"1686","Marion"," Missouri",526.7,"stable",187
"1687","Marion"," Ohio",467.6,"stable",385
"1688","Marion"," Oregon",458.4,"stable",1675
"1689","Marion"," South Carolina",469.7,"stable",196
"1690","Marion"," Tennessee",519.4,"stable",201
"1691","Marion"," Texas",440.6,"stable",75
"1692","Marion"," West Virginia",504.6,"stable",378
"1693","Mariposa"," California",371.1,"falling",116
"1694","Marlboro"," South Carolina",459.9,"stable",158
"1695","Marquette"," Michigan",417.2,"stable",352
"1696","Marquette"," Wisconsin",484.4,"stable",118
"1697","Marshall"," Alabama",450.2,"stable",512
"1698","Marshall"," Illinois",500.6,"stable",92
"1699","Marshall"," Indiana",418.5,"falling",240
"1700","Marshall"," Iowa",485.3,"stable",252
"1701","Marshall"," Kentucky",496.1,"stable",226
"1702","Marshall"," Mississippi",459.4,"stable",205
"1703","Marshall"," Oklahoma",456.5,"stable",107
"1704","Marshall"," South Dakota",390.5,"stable",26
"1705","Marshall"," Tennessee",490.2,"stable",185
"1706","Marshall"," West Virginia",448.5,"stable",209
"1707","Martin"," Florida",454.8,"stable",1270
"1708","Martin"," Indiana",415.4,"stable",59
"1709","Martin"," Kentucky",500.5,"stable",71
"1710","Martin"," North Carolina",483.4,"stable",172
"1711","Martin"," Texas",323,"stable",17
"1712","Martinsville City"," Virginia",470.2,"stable",87
"1713","Mason"," Illinois",485.2,"stable",100
"1714","Mason"," Kentucky",539.7,"stable",118
"1715","Mason"," Michigan",333.6,"stable",146
"1716","Mason"," Texas",281.4,"stable",20
"1717","Mason"," Washington",489.7,"falling",454
"1718","Mason"," West Virginia",473.1,"stable",179
"1719","Massac"," Illinois",464.1,"stable",95
"1720","Matagorda"," Texas",429.8,"stable",193
"1721","Matanuska-Susitna Borough"," Alaska",443.8,"stable",405
"1722","Mathews"," Virginia",457.3,"stable",73
"1723","Maui"," Hawaii",410.9,"stable",814
"1724","Maury"," Tennessee",496.1,"stable",509
"1725","Maverick"," Texas",357.2,"stable",182
"1726","Mayes"," Oklahoma",442.8,"stable",231
"1727","McClain"," Oklahoma",498.4,"stable",212
"1728","McCone"," Montana",261.8,"stable",8
"1729","McCook"," South Dakota",548.4,"falling",39
"1730","McCormick"," South Carolina",445.1,"stable",82
"1731","McCracken"," Kentucky",491.5,"falling",427
"1732","McCreary"," Kentucky",535.7,"stable",111
"1733","McCulloch"," Texas",461.6,"stable",56
"1734","McCurtain"," Oklahoma",469.9,"stable",195
"1735","McDonald"," Missouri",425.5,"stable",111
"1736","McDonough"," Illinois",487.8,"rising",174
"1737","McDowell"," North Carolina",488.6,"stable",301
"1738","McDowell"," West Virginia",472.5,"stable",134
"1739","McDuffie"," Georgia",508.7,"stable",130
"1740","McHenry"," Illinois",456,"stable",1512
"1741","McHenry"," North Dakota",454.5,"stable",37
"1742","McIntosh"," Georgia",392.5,"falling",87
"1743","McIntosh"," North Dakota",461.9,"stable",22
"1744","McIntosh"," Oklahoma",414,"stable",133
"1745","McKean"," Pennsylvania",468.2,"stable",264
"1746","McKenzie"," North Dakota",301.1,"stable",30
"1747","McKinley"," New Mexico",302,"falling",202
"1748","McLean"," Illinois",463.3,"falling",776
"1749","McLean"," Kentucky",553.5,"stable",69
"1750","McLean"," North Dakota",505.3,"stable",73
"1751","McLennan"," Texas",417.6,"stable",1069
"1752","McMinn"," Tennessee",441.5,"stable",314
"1753","McMullen"," Texas",305.7,"*",4
"1754","McNairy"," Tennessee",469.2,"stable",171
"1755","McPherson"," South Dakota",455.1,"stable",19
"1756","Meade"," Kentucky",518.2,"stable",160
"1757","Meade"," South Dakota",412.5,"stable",119
"1758","Meagher"," Montana",508.7,"stable",17
"1759","Mecklenburg"," North Carolina",449.3,"stable",4183
"1760","Mecklenburg"," Virginia",450.4,"stable",224
"1761","Mecosta"," Michigan",414.4,"stable",218
"1762","Medina"," Ohio",474.6,"stable",1022
"1763","Medina"," Texas",362,"stable",206
"1764","Meigs"," Ohio",471.6,"stable",147
"1765","Meigs"," Tennessee",505.8,"stable",82
"1766","Mellette"," South Dakota",492.5,"stable",11
"1767","Menard"," Illinois",521.9,"stable",89
"1768","Menard"," Texas",344.3,"stable",13
"1769","Mendocino"," California",431.8,"stable",515
"1770","Menifee"," Kentucky",523.1,"stable",44
"1771","Menominee"," Michigan",433,"stable",158
"1772","Menominee"," Wisconsin",411.5,"stable",19
"1773","Merced"," California",391.5,"falling",914
"1774","Mercer"," Illinois",477.6,"stable",109
"1775","Mercer"," Kentucky",572.7,"stable",160
"1776","Mercer"," Missouri",408.9,"stable",21
"1777","Mercer"," New Jersey",506.2,"falling",2136
"1778","Mercer"," North Dakota",471.5,"stable",56
"1779","Mercer"," Ohio",457.6,"stable",236
"1780","Mercer"," Pennsylvania",501.9,"stable",812
"1781","Mercer"," West Virginia",478.4,"stable",414
"1782","Meriwether"," Georgia",488.5,"rising",143
"1783","Merrick"," Nebraska",489.4,"stable",54
"1784","Merrimack"," New Hampshire",498.7,"stable",932
"1785","Mesa"," Colorado",410.8,"stable",766
"1786","Metcalfe"," Kentucky",514.9,"stable",67
"1787","Miami"," Indiana",408,"stable",185
"1788","Miami"," Ohio",440.2,"stable",585
"1789","Miami-Dade"," Florida",414,"stable",13019
"1790","Middlesex"," Connecticut",485.5,"stable",1089
"1791","Middlesex"," Massachusetts",440.4,"falling",7886
"1792","Middlesex"," New Jersey",458.6,"falling",4233
"1793","Middlesex"," Virginia",456.3,"stable",93
"1794","Midland"," Michigan",386.4,"stable",413
"1795","Midland"," Texas",401.5,"falling",583
"1796","Mifflin"," Pennsylvania",466.7,"stable",305
"1797","Milam"," Texas",477.2,"stable",158
"1798","Millard"," Utah",389.5,"stable",56
"1799","Miller"," Arkansas",422.1,"stable",218
"1800","Miller"," Georgia",479.7,"stable",40
"1801","Miller"," Missouri",450.2,"stable",143
"1802","Mills"," Iowa",499.3,"stable",96
"1803","Mills"," Texas",366.6,"rising",29
"1804","Milwaukee"," Wisconsin",499,"stable",4906
"1805","Miner"," South Dakota",569.8,"stable",20
"1806","Mineral"," Colorado",460.2,"stable",6
"1807","Mineral"," Montana",535.3,"stable",37
"1808","Mineral"," Nevada",395.5,"stable",29
"1809","Mineral"," West Virginia",441.8,"stable",170
"1810","Mingo"," West Virginia",565.7,"stable",181
"1811","Minidoka"," Idaho",394.5,"falling",93
"1812","Minnehaha"," South Dakota",536.4,"stable",967
"1813","Missaukee"," Michigan",430.5,"stable",88
"1814","Mississippi"," Arkansas",459.2,"stable",222
"1815","Mississippi"," Missouri",527.8,"stable",92
"1816","Missoula"," Montana",409.4,"stable",507
"1817","Mitchell"," Georgia",475.5,"falling",127
"1818","Mitchell"," Iowa",446.1,"stable",70
"1819","Mitchell"," North Carolina",483.8,"stable",116
"1820","Mitchell"," Texas",428,"stable",41
"1821","Mobile"," Alabama",445.8,"falling",2145
"1822","Modoc"," California",411.6,"stable",59
"1823","Moffat"," Colorado",405.5,"stable",59
"1824","Mohave"," Arizona",443.1,"stable",1585
"1825","Moniteau"," Missouri",400.4,"stable",72
"1826","Monmouth"," New Jersey",517.4,"falling",4054
"1827","Mono"," California",307.2,"stable",49
"1828","Monona"," Iowa",532.4,"stable",76
"1829","Monongalia"," West Virginia",431.4,"stable",407
"1830","Monroe"," Alabama",440.1,"stable",127
"1831","Monroe"," Arkansas",526.4,"stable",60
"1832","Monroe"," Florida",419,"stable",488
"1833","Monroe"," Georgia",494.5,"stable",172
"1834","Monroe"," Illinois",443.5,"stable",188
"1835","Monroe"," Indiana",440.9,"stable",573
"1836","Monroe"," Iowa",487.6,"stable",54
"1837","Monroe"," Kentucky",563.1,"rising",81
"1838","Monroe"," Michigan",392.3,"stable",740
"1839","Monroe"," Mississippi",490,"stable",231
"1840","Monroe"," Missouri",427.6,"stable",55
"1841","Monroe"," New York",496.4,"stable",4469
"1842","Monroe"," Ohio",413.8,"stable",88
"1843","Monroe"," Pennsylvania",478.6,"stable",997
"1844","Monroe"," Tennessee",462,"stable",290
"1845","Monroe"," West Virginia",464,"stable",96
"1846","Monroe"," Wisconsin",451.1,"stable",246
"1847","Montague"," Texas",451.9,"stable",124
"1848","Montcalm"," Michigan",427.4,"stable",336
"1849","Monterey"," California",394,"falling",1679
"1850","Montezuma"," Colorado",345.3,"falling",124
"1851","Montgomery"," Alabama",434.4,"stable",1073
"1852","Montgomery"," Arkansas",414,"stable",61
"1853","Montgomery"," Georgia",452.8,"stable",47
"1854","Montgomery"," Illinois",497,"stable",199
"1855","Montgomery"," Indiana",417.7,"stable",201
"1856","Montgomery"," Iowa",512,"stable",78
"1857","Montgomery"," Kentucky",555.9,"stable",177
"1858","Montgomery"," Maryland",379.3,"stable",4414
"1859","Montgomery"," Mississippi",465.7,"stable",68
"1860","Montgomery"," Missouri",493.3,"stable",83
"1861","Montgomery"," New York",513,"falling",333
"1862","Montgomery"," North Carolina",447.2,"stable",166
"1863","Montgomery"," Ohio",466,"stable",3115
"1864","Montgomery"," Pennsylvania",483.1,"stable",4964
"1865","Montgomery"," Tennessee",452,"stable",672
